,time,open,high,low,close
0,"03-Jan-2022, 05:00:00",1827.1,1829.03,1827.1,1829.03
1,"03-Jan-2022, 06:00:00",1828.53,1831.57,1827.54,1827.98
2,"03-Jan-2022, 07:00:00",1828.2,1830.9,1826.66,1830.08
3,"03-Jan-2022, 08:00:00",1830.13,1831.57,1826.44,1828.7
4,"03-Jan-2022, 09:00:00",1828.64,1828.81,1824.67,1825.99
5,"03-Jan-2022, 10:00:00",1825.77,1826.82,1823.07,1825.61
6,"03-Jan-2022, 11:00:00",1825.55,1825.94,1823.68,1824.95
7,"03-Jan-2022, 12:00:00",1825.06,1825.72,1822.79,1825.28
8,"03-Jan-2022, 13:00:00",1825.0,1825.72,1822.79,1825.28
9,"03-Jan-2022, 14:00:00",1825.17,1825.39,1820.26,1824.06
10,"03-Jan-2022, 15:00:00",1824.12,1824.39,1820.26,1822.63
11,"03-Jan-2022, 16:00:00",1822.74,1826.66,1821.36,1826.38
12,"03-Jan-2022, 17:00:00",1826.1,1827.48,1824.56,1826.44
13,"03-Jan-2022, 18:00:00",1826.27,1827.04,1820.97,1822.79
14,"03-Jan-2022, 19:00:00",1822.85,1823.18,1820.2,1821.58
15,"03-Jan-2022, 20:00:00",1821.69,1821.97,1805.41,1806.96
16,"03-Jan-2022, 21:00:00",1806.96,1810.93,1802.16,1802.76
17,"03-Jan-2022, 22:00:00",1802.87,1806.68,1799.07,1801.61
18,"03-Jan-2022, 23:00:00",1801.88,1801.99,1797.36,1800.67
19,"04-Jan-2022, 00:00:00",1800.78,1801.0,1797.74,1799.56
20,"04-Jan-2022, 01:00:00",1799.56,1802.27,1797.96,1801.33
21,"04-Jan-2022, 02:00:00",1801.55,1803.04,1799.84,1801.77
22,"04-Jan-2022, 03:00:00",1801.66,1801.72,1801.55,1801.61
23,"04-Jan-2022, 04:00:00",1801.77,1802.32,1800.06,1801.05
24,"04-Jan-2022, 05:00:00",1801.16,1801.22,1801.05,1801.11
25,"04-Jan-2022, 06:00:00",1800.39,1804.36,1800.28,1804.2
26,"04-Jan-2022, 07:00:00",1804.09,1804.92,1801.83,1804.42
27,"04-Jan-2022, 08:00:00",1804.25,1806.9,1802.16,1804.86
28,"04-Jan-2022, 09:00:00",1805.14,1807.12,1803.87,1804.97
29,"04-Jan-2022, 10:00:00",1805.3,1806.24,1802.65,1804.14
30,"04-Jan-2022, 11:00:00",1804.09,1804.31,1802.05,1803.32
31,"04-Jan-2022, 12:00:00",1803.32,1805.52,1802.16,1805.41
32,"04-Jan-2022, 13:00:00",1805.41,1806.07,1802.54,1803.43
33,"04-Jan-2022, 14:00:00",1803.09,1807.4,1802.38,1805.69
34,"04-Jan-2022, 15:00:00",1805.74,1806.9,1802.27,1803.92
35,"04-Jan-2022, 16:00:00",1803.81,1806.74,1800.78,1805.69
36,"04-Jan-2022, 17:00:00",1805.58,1808.61,1804.36,1805.19
37,"04-Jan-2022, 18:00:00",1805.52,1805.69,1801.27,1804.03
38,"04-Jan-2022, 19:00:00",1803.98,1805.08,1798.29,1801.22
39,"04-Jan-2022, 20:00:00",1801.11,1807.34,1799.34,1807.23
40,"04-Jan-2022, 21:00:00",1807.12,1810.93,1805.36,1810.27
41,"04-Jan-2022, 22:00:00",1809.94,1816.72,1806.85,1814.63
42,"04-Jan-2022, 23:00:00",1814.52,1815.57,1810.43,1812.48
43,"05-Jan-2022, 00:00:00",1812.42,1815.07,1810.93,1813.58
44,"05-Jan-2022, 01:00:00",1813.41,1815.18,1812.59,1815.01
45,"05-Jan-2022, 02:00:00",1814.96,1815.23,1812.53,1814.35
46,"05-Jan-2022, 03:00:00",1814.3,1815.4,1812.42,1815.18
47,"05-Jan-2022, 04:00:00",1815.18,1815.34,1813.19,1814.02
48,"05-Jan-2022, 05:00:00",1814.3,1814.3,1813.52,1813.97
49,"05-Jan-2022, 06:00:00",1813.69,1814.85,1812.2,1813.91
50,"05-Jan-2022, 07:00:00",1813.74,1814.63,1811.54,1812.53
51,"05-Jan-2022, 08:00:00",1812.75,1815.4,1811.54,1815.23
52,"05-Jan-2022, 09:00:00",1815.01,1816.17,1813.03,1815.4
53,"05-Jan-2022, 10:00:00",1815.45,1815.51,1815.34,1815.4
54,"05-Jan-2022, 11:00:00",1815.29,1815.4,1813.41,1814.85
55,"05-Jan-2022, 12:00:00",1814.74,1816.23,1813.08,1815.73
56,"05-Jan-2022, 13:00:00",1815.73,1817.0,1811.81,1812.97
57,"05-Jan-2022, 14:00:00",1812.92,1815.68,1811.43,1813.41
58,"05-Jan-2022, 15:00:00",1813.3,1817.61,1812.31,1816.78
59,"05-Jan-2022, 16:00:00",1816.72,1820.09,1815.18,1817.72
60,"05-Jan-2022, 17:00:00",1817.66,1819.98,1816.67,1818.21
61,"05-Jan-2022, 18:00:00",1818.21,1820.75,1816.61,1818.66
62,"05-Jan-2022, 19:00:00",1818.54,1819.21,1815.79,1817.83
63,"05-Jan-2022, 20:00:00",1817.55,1827.81,1814.13,1825.44
64,"05-Jan-2022, 21:00:00",1825.28,1829.64,1824.28,1825.66
65,"05-Jan-2022, 22:00:00",1825.72,1826.6,1819.21,1823.07
66,"05-Jan-2022, 23:00:00",1823.18,1825.39,1821.25,1823.84
67,"06-Jan-2022, 00:00:00",1823.73,1825.61,1821.47,1822.3
68,"06-Jan-2022, 01:00:00",1822.74,1824.89,1821.25,1823.68
69,"06-Jan-2022, 02:00:00",1823.79,1824.34,1811.43,1812.81
70,"06-Jan-2022, 03:00:00",1812.86,1814.24,1807.34,1809.88
71,"06-Jan-2022, 04:00:00",1809.72,1810.88,1807.95,1810.05
72,"06-Jan-2022, 05:00:00",1810.05,1810.27,1809.11,1809.66
73,"06-Jan-2022, 06:00:00",1809.55,1812.2,1808.61,1810.27
74,"06-Jan-2022, 07:00:00",1810.16,1810.43,1806.85,1809.11
75,"06-Jan-2022, 08:00:00",1809.05,1811.54,1805.96,1810.1
76,"06-Jan-2022, 09:00:00",1810.1,1810.27,1807.23,1809.0
77,"06-Jan-2022, 10:00:00",1809.05,1809.39,1805.41,1805.69
78,"06-Jan-2022, 11:00:00",1806.96,1807.07,1804.36,1805.25
79,"06-Jan-2022, 12:00:00",1805.36,1807.51,1802.16,1802.98
80,"06-Jan-2022, 13:00:00",1802.98,1803.87,1798.85,1801.94
81,"06-Jan-2022, 14:00:00",1802.05,1803.65,1798.68,1800.61
82,"06-Jan-2022, 15:00:00",1800.89,1802.1,1793.88,1795.04
83,"06-Jan-2022, 16:00:00",1795.59,1796.53,1792.67,1794.76
84,"06-Jan-2022, 17:00:00",1794.76,1807.18,1792.67,1800.94
85,"06-Jan-2022, 18:00:00",1801.22,1801.77,1796.2,1797.36
86,"06-Jan-2022, 19:00:00",1797.47,1800.5,1791.12,1791.73
87,"06-Jan-2022, 20:00:00",1791.73,1793.33,1786.21,1788.47
88,"06-Jan-2022, 21:00:00",1788.14,1795.59,1786.32,1791.84
89,"06-Jan-2022, 22:00:00",1791.84,1795.43,1786.93,1790.74
90,"06-Jan-2022, 23:00:00",1790.62,1793.05,1788.2,1789.3
91,"07-Jan-2022, 00:00:00",1789.19,1793.55,1787.59,1790.68
92,"07-Jan-2022, 01:00:00",1790.9,1791.51,1786.6,1787.7
93,"07-Jan-2022, 02:00:00",1787.59,1789.69,1785.49,1788.03
94,"07-Jan-2022, 03:00:00",1787.92,1789.69,1786.6,1788.09
95,"07-Jan-2022, 04:00:00",1788.09,1791.29,1786.93,1790.79
96,"07-Jan-2022, 05:00:00",1790.9,1790.9,1789.02,1789.02
97,"07-Jan-2022, 06:00:00",1790.62,1791.73,1789.58,1791.4
98,"07-Jan-2022, 07:00:00",1791.34,1792.67,1790.51,1791.67
99,"07-Jan-2022, 08:00:00",1791.95,1792.39,1789.08,1790.62
100,"07-Jan-2022, 09:00:00",1790.57,1792.0,1788.8,1791.62
101,"07-Jan-2022, 10:00:00",1791.56,1793.27,1790.29,1792.5
102,"07-Jan-2022, 11:00:00",1792.72,1793.05,1790.9,1792.61
103,"07-Jan-2022, 12:00:00",1792.67,1792.94,1789.58,1790.62
104,"07-Jan-2022, 13:00:00",1790.68,1791.18,1787.7,1789.91
105,"07-Jan-2022, 14:00:00",1789.96,1792.06,1787.2,1789.74
106,"07-Jan-2022, 15:00:00",1789.74,1790.74,1786.82,1790.68
107,"07-Jan-2022, 16:00:00",1790.46,1793.94,1787.7,1793.11
108,"07-Jan-2022, 17:00:00",1793.05,1793.99,1790.07,1791.29
109,"07-Jan-2022, 18:00:00",1791.18,1793.77,1788.58,1793.33
110,"07-Jan-2022, 19:00:00",1793.33,1793.71,1788.58,1789.3
111,"07-Jan-2022, 20:00:00",1789.36,1796.2,1782.4,1789.08
112,"07-Jan-2022, 21:00:00",1789.19,1794.76,1788.09,1791.01
113,"07-Jan-2022, 22:00:00",1790.9,1793.71,1785.82,1789.19
114,"07-Jan-2022, 23:00:00",1789.08,1794.76,1788.09,1794.1
115,"08-Jan-2022, 00:00:00",1793.94,1796.8,1791.51,1795.87
116,"08-Jan-2022, 01:00:00",1795.81,1798.74,1794.27,1796.42
117,"08-Jan-2022, 02:00:00",1796.25,1797.8,1793.66,1796.8
118,"08-Jan-2022, 03:00:00",1796.75,1797.58,1793.27,1795.81
119,"08-Jan-2022, 04:00:00",1795.87,1797.19,1793.77,1795.98
120,"10-Jan-2022, 06:00:00",1794.49,1796.2,1793.38,1795.09
121,"10-Jan-2022, 07:00:00",1794.87,1795.2,1790.29,1794.32
122,"10-Jan-2022, 08:00:00",1794.21,1796.8,1792.17,1794.93
123,"10-Jan-2022, 09:00:00",1794.93,1796.25,1792.67,1794.05
124,"10-Jan-2022, 10:00:00",1794.38,1794.43,1790.62,1792.11
125,"10-Jan-2022, 11:00:00",1792.06,1793.38,1791.18,1792.5
126,"10-Jan-2022, 12:00:00",1792.34,1794.21,1790.29,1793.16
127,"10-Jan-2022, 13:00:00",1793.11,1793.77,1790.9,1792.83
128,"10-Jan-2022, 14:00:00",1793.05,1795.81,1790.68,1793.71
129,"10-Jan-2022, 15:00:00",1793.66,1796.53,1791.29,1796.42
130,"10-Jan-2022, 16:00:00",1796.36,1798.02,1795.26,1796.47
131,"10-Jan-2022, 17:00:00",1796.69,1800.72,1795.98,1799.34
132,"10-Jan-2022, 18:00:00",1799.56,1802.38,1797.74,1800.5
133,"10-Jan-2022, 19:00:00",1800.5,1801.49,1790.9,1791.84
134,"10-Jan-2022, 20:00:00",1791.73,1797.3,1790.62,1793.05
135,"10-Jan-2022, 21:00:00",1792.89,1796.42,1789.58,1794.27
136,"10-Jan-2022, 22:00:00",1794.1,1795.98,1790.4,1793.33
137,"10-Jan-2022, 23:00:00",1793.38,1796.09,1792.5,1793.88
138,"11-Jan-2022, 00:00:00",1793.83,1800.17,1792.28,1799.34
139,"11-Jan-2022, 01:00:00",1799.34,1801.55,1797.69,1799.95
140,"11-Jan-2022, 02:00:00",1800.17,1801.72,1798.85,1800.89
141,"11-Jan-2022, 03:00:00",1800.72,1801.61,1798.46,1801.0
142,"11-Jan-2022, 04:00:00",1800.83,1801.99,1799.78,1801.38
143,"11-Jan-2022, 05:00:00",1800.94,1801.38,1800.5,1800.5
144,"11-Jan-2022, 06:00:00",1800.56,1803.04,1799.29,1801.27
145,"11-Jan-2022, 07:00:00",1801.05,1804.7,1800.06,1802.76
146,"11-Jan-2022, 08:00:00",1802.71,1806.02,1801.27,1804.81
147,"11-Jan-2022, 09:00:00",1804.75,1806.41,1803.65,1805.25
148,"11-Jan-2022, 10:00:00",1805.19,1807.9,1803.87,1805.63
149,"11-Jan-2022, 11:00:00",1805.8,1806.79,1804.36,1806.68
150,"11-Jan-2022, 12:00:00",1806.63,1808.72,1804.86,1808.45
151,"11-Jan-2022, 13:00:00",1808.5,1809.88,1806.13,1808.06
152,"11-Jan-2022, 14:00:00",1808.12,1809.83,1806.46,1809.05
153,"11-Jan-2022, 15:00:00",1809.16,1810.1,1807.23,1808.72
154,"11-Jan-2022, 16:00:00",1808.78,1810.27,1804.92,1806.79
155,"11-Jan-2022, 17:00:00",1806.85,1807.73,1803.65,1805.96
156,"11-Jan-2022, 18:00:00",1806.02,1807.56,1803.37,1806.57
157,"11-Jan-2022, 19:00:00",1806.35,1808.17,1804.36,1807.51
158,"11-Jan-2022, 20:00:00",1807.51,1809.05,1803.76,1805.52
159,"11-Jan-2022, 21:00:00",1805.52,1807.34,1800.94,1805.91
160,"11-Jan-2022, 22:00:00",1805.8,1812.2,1804.64,1811.54
161,"11-Jan-2022, 23:00:00",1811.48,1816.83,1809.72,1815.18
162,"12-Jan-2022, 00:00:00",1815.23,1817.83,1812.81,1817.39
163,"12-Jan-2022, 01:00:00",1817.5,1820.15,1816.17,1819.92
164,"12-Jan-2022, 02:00:00",1819.81,1821.19,1817.99,1820.86
165,"12-Jan-2022, 03:00:00",1820.81,1823.29,1819.26,1822.96
166,"12-Jan-2022, 04:00:00",1822.9,1823.07,1820.26,1821.08
167,"12-Jan-2022, 05:00:00",1821.14,1821.75,1820.7,1821.75
168,"12-Jan-2022, 06:00:00",1820.75,1821.75,1818.99,1820.31
169,"12-Jan-2022, 07:00:00",1820.48,1822.52,1819.1,1820.81
170,"12-Jan-2022, 08:00:00",1820.81,1822.19,1817.61,1818.93
171,"12-Jan-2022, 09:00:00",1818.93,1820.37,1817.72,1819.43
172,"12-Jan-2022, 10:00:00",1819.43,1819.81,1817.0,1817.94
173,"12-Jan-2022, 11:00:00",1818.1,1818.21,1818.05,1818.16
174,"12-Jan-2022, 12:00:00",1818.1,1821.52,1816.89,1820.42
175,"12-Jan-2022, 13:00:00",1820.37,1821.36,1818.49,1819.65
176,"12-Jan-2022, 14:00:00",1820.03,1820.42,1814.9,1817.06
177,"12-Jan-2022, 15:00:00",1816.72,1818.27,1813.8,1816.83
178,"12-Jan-2022, 16:00:00",1816.72,1817.11,1813.8,1816.17
179,"12-Jan-2022, 17:00:00",1816.12,1818.16,1815.18,1817.44
180,"12-Jan-2022, 18:00:00",1817.28,1818.49,1815.12,1817.0
181,"12-Jan-2022, 19:00:00",1817.0,1819.43,1815.29,1819.37
182,"12-Jan-2022, 20:00:00",1819.32,1825.39,1816.67,1821.19
183,"12-Jan-2022, 21:00:00",1821.08,1824.45,1818.49,1821.75
184,"12-Jan-2022, 22:00:00",1821.8,1824.67,1820.2,1823.73
185,"12-Jan-2022, 23:00:00",1823.57,1824.84,1819.1,1824.72
186,"13-Jan-2022, 00:00:00",1824.67,1826.99,1822.68,1826.1
187,"13-Jan-2022, 01:00:00",1825.83,1827.87,1824.56,1825.99
188,"13-Jan-2022, 02:00:00",1825.83,1827.98,1824.56,1827.87
189,"13-Jan-2022, 03:00:00",1827.76,1828.04,1824.67,1827.26
190,"13-Jan-2022, 04:00:00",1827.32,1827.43,1824.28,1825.88
191,"13-Jan-2022, 05:00:00",1825.77,1826.05,1825.06,1825.61
192,"13-Jan-2022, 06:00:00",1825.39,1826.21,1823.57,1825.17
193,"13-Jan-2022, 07:00:00",1825.11,1825.88,1822.96,1824.06
194,"13-Jan-2022, 08:00:00",1823.9,1826.6,1823.35,1825.39
195,"13-Jan-2022, 09:00:00",1825.28,1825.61,1822.79,1824.23
196,"13-Jan-2022, 10:00:00",1824.17,1825.44,1823.18,1825.11
197,"13-Jan-2022, 11:00:00",1824.95,1826.55,1823.95,1825.99
198,"13-Jan-2022, 12:00:00",1825.94,1828.09,1824.67,1825.77
199,"13-Jan-2022, 13:00:00",1825.83,1826.82,1823.18,1825.0
200,"13-Jan-2022, 14:00:00",1825.0,1827.1,1822.85,1826.49
201,"13-Jan-2022, 15:00:00",1826.6,1827.54,1819.48,1820.92
202,"13-Jan-2022, 16:00:00",1820.53,1822.85,1817.88,1822.68
203,"13-Jan-2022, 17:00:00",1822.68,1824.01,1820.7,1822.52
204,"13-Jan-2022, 18:00:00",1822.41,1824.12,1820.86,1823.46
205,"13-Jan-2022, 19:00:00",1823.4,1825.94,1822.08,1824.23
206,"13-Jan-2022, 20:00:00",1824.23,1825.39,1818.6,1821.86
207,"13-Jan-2022, 21:00:00",1821.86,1823.73,1817.0,1818.49
208,"13-Jan-2022, 22:00:00",1818.49,1820.7,1813.03,1814.52
209,"13-Jan-2022, 23:00:00",1814.46,1819.21,1811.21,1819.1
210,"14-Jan-2022, 00:00:00",1818.93,1821.41,1817.39,1820.53
211,"14-Jan-2022, 01:00:00",1820.59,1821.97,1818.49,1820.31
212,"14-Jan-2022, 02:00:00",1820.42,1821.75,1819.1,1820.92
213,"14-Jan-2022, 03:00:00",1820.86,1822.35,1819.59,1821.8
214,"14-Jan-2022, 04:00:00",1821.69,1822.85,1820.26,1822.35
215,"14-Jan-2022, 05:00:00",1821.91,1822.52,1821.52,1822.19
216,"14-Jan-2022, 06:00:00",1821.97,1822.41,1819.7,1820.64
217,"14-Jan-2022, 07:00:00",1820.64,1821.97,1818.38,1820.86
218,"14-Jan-2022, 08:00:00",1820.64,1824.56,1819.1,1822.35
219,"14-Jan-2022, 09:00:00",1822.35,1825.55,1821.47,1825.11
220,"14-Jan-2022, 10:00:00",1825.06,1827.26,1823.84,1825.99
221,"14-Jan-2022, 11:00:00",1825.99,1827.21,1824.56,1825.88
222,"14-Jan-2022, 12:00:00",1825.77,1828.04,1824.56,1827.7
223,"14-Jan-2022, 13:00:00",1827.59,1827.81,1825.39,1826.66
224,"14-Jan-2022, 14:00:00",1826.88,1828.04,1824.67,1826.6
225,"14-Jan-2022, 15:00:00",1826.55,1829.08,1823.46,1824.23
226,"14-Jan-2022, 16:00:00",1824.34,1824.5,1820.75,1823.4
227,"14-Jan-2022, 17:00:00",1823.4,1824.28,1820.75,1823.62
228,"14-Jan-2022, 18:00:00",1823.46,1823.73,1818.77,1822.35
229,"14-Jan-2022, 19:00:00",1822.3,1823.84,1818.77,1820.75
230,"14-Jan-2022, 20:00:00",1820.86,1827.65,1819.1,1825.39
231,"14-Jan-2022, 21:00:00",1825.28,1826.71,1818.38,1824.56
232,"14-Jan-2022, 22:00:00",1824.56,1825.88,1819.7,1820.97
233,"14-Jan-2022, 23:00:00",1820.92,1821.91,1816.61,1818.38
234,"15-Jan-2022, 00:00:00",1818.43,1819.26,1814.41,1815.79
235,"15-Jan-2022, 01:00:00",1815.79,1817.55,1813.58,1817.17
236,"15-Jan-2022, 02:00:00",1816.94,1818.99,1815.51,1818.21
237,"15-Jan-2022, 03:00:00",1818.1,1818.93,1815.51,1816.34
238,"15-Jan-2022, 04:00:00",1816.23,1817.94,1815.4,1817.88
239,"17-Jan-2022, 05:00:00",1817.28,1817.45,1817.28,1817.45
240,"17-Jan-2022, 06:00:00",1817.53,1819.4,1815.01,1816.39
241,"17-Jan-2022, 07:00:00",1816.39,1816.8,1813.63,1815.5
242,"17-Jan-2022, 08:00:00",1815.17,1816.63,1812.09,1816.15
243,"17-Jan-2022, 09:00:00",1815.74,1818.58,1815.17,1818.18
244,"17-Jan-2022, 10:00:00",1818.1,1819.56,1816.8,1818.91
245,"17-Jan-2022, 11:00:00",1818.83,1820.37,1817.77,1819.48
246,"17-Jan-2022, 12:00:00",1819.23,1820.61,1817.28,1819.56
247,"17-Jan-2022, 13:00:00",1819.48,1820.53,1817.85,1819.64
248,"17-Jan-2022, 14:00:00",1819.4,1822.4,1817.69,1822.0
249,"17-Jan-2022, 15:00:00",1821.83,1823.21,1820.29,1822.32
250,"17-Jan-2022, 16:00:00",1822.32,1822.97,1819.64,1821.51
251,"17-Jan-2022, 17:00:00",1821.51,1822.0,1818.75,1820.7
252,"17-Jan-2022, 18:00:00",1820.7,1821.91,1818.99,1821.35
253,"17-Jan-2022, 19:00:00",1821.26,1821.43,1818.26,1819.8
254,"17-Jan-2022, 20:00:00",1819.64,1821.43,1818.18,1820.94
255,"17-Jan-2022, 21:00:00",1820.86,1821.59,1818.66,1820.13
256,"17-Jan-2022, 22:00:00",1820.05,1820.21,1816.72,1818.83
257,"17-Jan-2022, 23:00:00",1818.66,1819.4,1817.37,1819.07
258,"18-Jan-2022, 00:00:00",1819.23,1819.4,1819.15,1819.31
259,"18-Jan-2022, 01:00:00",1819.23,1819.64,1817.61,1817.85
260,"18-Jan-2022, 02:00:00",1818.18,1819.64,1817.37,1818.58
261,"18-Jan-2022, 03:00:00",1818.5,1818.66,1818.42,1818.58
262,"18-Jan-2022, 04:00:00",1818.5,1818.66,1818.42,1818.58
263,"18-Jan-2022, 05:00:00",1818.18,1818.34,1818.18,1818.34
264,"18-Jan-2022, 06:00:00",1818.01,1819.48,1817.28,1818.99
265,"18-Jan-2022, 07:00:00",1819.07,1820.37,1817.61,1820.21
266,"18-Jan-2022, 08:00:00",1820.05,1822.4,1818.18,1822.16
267,"18-Jan-2022, 09:00:00",1822.16,1822.4,1819.88,1821.67
268,"18-Jan-2022, 10:00:00",1821.83,1822.81,1814.52,1816.31
269,"18-Jan-2022, 11:00:00",1816.23,1818.01,1815.17,1817.93
270,"18-Jan-2022, 12:00:00",1817.85,1818.34,1814.68,1816.15
271,"18-Jan-2022, 13:00:00",1816.15,1817.93,1814.52,1817.69
272,"18-Jan-2022, 14:00:00",1817.53,1818.01,1812.73,1816.23
273,"18-Jan-2022, 15:00:00",1816.15,1817.28,1811.11,1812.0
274,"18-Jan-2022, 16:00:00",1812.17,1813.47,1808.35,1810.46
275,"18-Jan-2022, 17:00:00",1810.46,1811.35,1808.43,1810.05
276,"18-Jan-2022, 18:00:00",1809.97,1814.44,1809.0,1813.06
277,"18-Jan-2022, 19:00:00",1813.14,1816.31,1811.6,1815.09
278,"18-Jan-2022, 20:00:00",1814.6,1819.96,1805.18,1819.64
279,"18-Jan-2022, 21:00:00",1819.56,1820.05,1811.11,1818.18
280,"18-Jan-2022, 22:00:00",1818.26,1820.21,1812.82,1819.96
281,"18-Jan-2022, 23:00:00",1819.88,1820.21,1809.73,1815.01
282,"19-Jan-2022, 00:00:00",1814.93,1815.42,1810.05,1811.76
283,"19-Jan-2022, 01:00:00",1812.17,1813.95,1809.65,1813.63
284,"19-Jan-2022, 02:00:00",1813.38,1815.98,1812.57,1814.12
285,"19-Jan-2022, 03:00:00",1814.03,1815.42,1812.33,1813.71
286,"19-Jan-2022, 04:00:00",1813.79,1814.77,1812.0,1813.3
287,"19-Jan-2022, 05:00:00",1813.38,1813.95,1812.73,1812.73
288,"19-Jan-2022, 06:00:00",1812.65,1815.17,1811.52,1814.36
289,"19-Jan-2022, 07:00:00",1814.28,1814.6,1811.6,1813.14
290,"19-Jan-2022, 08:00:00",1813.38,1814.36,1811.44,1812.33
291,"19-Jan-2022, 09:00:00",1812.33,1813.63,1810.05,1811.76
292,"19-Jan-2022, 10:00:00",1811.68,1811.76,1811.52,1811.6
293,"19-Jan-2022, 11:00:00",1811.76,1812.57,1810.22,1811.92
294,"19-Jan-2022, 12:00:00",1811.76,1814.28,1810.7,1813.55
295,"19-Jan-2022, 13:00:00",1813.3,1814.85,1812.09,1814.28
296,"19-Jan-2022, 14:00:00",1814.36,1815.33,1810.46,1811.52
297,"19-Jan-2022, 15:00:00",1811.44,1816.15,1810.3,1814.68
298,"19-Jan-2022, 16:00:00",1814.68,1817.37,1813.38,1816.96
299,"19-Jan-2022, 17:00:00",1816.8,1819.48,1815.09,1818.75
300,"19-Jan-2022, 18:00:00",1818.66,1820.05,1816.07,1817.37
301,"19-Jan-2022, 19:00:00",1817.2,1819.15,1815.82,1817.77
302,"19-Jan-2022, 20:00:00",1817.69,1825.57,1817.45,1823.94
303,"19-Jan-2022, 21:00:00",1823.94,1828.49,1822.08,1826.95
304,"19-Jan-2022, 22:00:00",1827.03,1838.65,1825.33,1838.16
305,"19-Jan-2022, 23:00:00",1838.0,1841.17,1836.54,1840.03
306,"20-Jan-2022, 00:00:00",1839.87,1842.55,1838.57,1840.27
307,"20-Jan-2022, 01:00:00",1840.19,1842.79,1838.73,1841.73
308,"20-Jan-2022, 02:00:00",1841.57,1843.2,1839.7,1842.63
309,"20-Jan-2022, 03:00:00",1842.55,1843.28,1840.35,1842.3
310,"20-Jan-2022, 04:00:00",1842.38,1842.55,1838.89,1840.03
311,"20-Jan-2022, 05:00:00",1839.87,1840.27,1839.14,1839.14
312,"20-Jan-2022, 06:00:00",1840.43,1840.52,1837.02,1838.24
313,"20-Jan-2022, 07:00:00",1838.32,1841.33,1837.02,1841.08
314,"20-Jan-2022, 08:00:00",1840.92,1844.01,1838.81,1841.17
315,"20-Jan-2022, 09:00:00",1841.25,1842.63,1838.0,1839.87
316,"20-Jan-2022, 10:00:00",1839.87,1841.49,1838.4,1839.46
317,"20-Jan-2022, 11:00:00",1839.46,1840.35,1837.67,1839.7
318,"20-Jan-2022, 12:00:00",1839.79,1840.03,1837.27,1838.97
319,"20-Jan-2022, 13:00:00",1838.73,1840.6,1837.35,1840.35
320,"20-Jan-2022, 14:00:00",1840.27,1841.08,1837.75,1838.57
321,"20-Jan-2022, 15:00:00",1838.81,1842.06,1837.1,1839.79
322,"20-Jan-2022, 16:00:00",1839.87,1841.25,1836.21,1838.32
323,"20-Jan-2022, 17:00:00",1838.24,1839.54,1835.56,1836.94
324,"20-Jan-2022, 18:00:00",1836.7,1839.54,1835.48,1839.3
