"Date","Price","Open","High","Low","Vol.","Change %"
"01/24/2022","1,843.06","1,834.49","1,844.53","1,829.09","","0.54%"
"01/21/2022","1,833.24","1,838.65","1,843.53","1,828.04","","-0.28%"
"01/20/2022","1,838.36","1,840.30","1,848.36","1,835.67","","-0.09%"
"01/19/2022","1,839.96","1,813.69","1,843.72","1,809.97","","1.46%"
"01/18/2022","1,813.54","1,819.77","1,823.01","1,805.53","","-0.30%"
"01/17/2022","1,818.99","1,817.90","1,823.72","1,812.67","","0.10%"
"01/14/2022","1,817.22","1,822.55","1,829.66","1,814.13","","-0.27%"
"01/13/2022","1,822.09","1,825.94","1,828.38","1,811.83","","-0.18%"
"01/12/2022","1,825.32","1,822.49","1,828.33","1,814.20","","0.18%"
"01/11/2022","1,822.01","1,801.69","1,823.35","1,800.09","","1.14%"
"01/10/2022","1,801.41","1,795.41","1,802.57","1,790.43","","0.32%"
"01/07/2022","1,795.63","1,789.55","1,799.20","1,782.63","","0.39%"
"01/06/2022","1,788.68","1,809.94","1,811.89","1,786.03","","-1.15%"
"01/05/2022","1,809.53","1,814.90","1,829.82","1,807.97","","-0.28%"
"01/04/2022","1,814.56","1,801.34","1,816.83","1,798.44","","0.76%"
"01/03/2022","1,800.85","1,830.14","1,832.06","1,797.93","","-1.51%"
"12/31/2021","1,828.39","1,815.44","1,830.58","1,814.15","","0.74%"
"12/30/2021","1,815.01","1,803.99","1,817.44","1,795.78","","0.63%"
"12/29/2021","1,803.66","1,805.59","1,808.16","1,788.94","","-0.09%"
"12/28/2021","1,805.37","1,811.84","1,820.70","1,804.38","","-0.31%"
"12/27/2021","1,810.90","1,808.19","1,813.74","1,802.89","","0.15%"
"12/24/2021","1,808.11","1,808.19","1,812.70","1,801.61","","0.01%"
"12/23/2021","1,807.91","1,803.69","1,811.02","1,798.88","","0.25%"
"12/22/2021","1,803.40","1,788.94","1,805.13","1,785.41","","0.84%"
"12/21/2021","1,788.36","1,789.74","1,800.85","1,784.58","","-0.05%"
"12/20/2021","1,789.32","1,799.40","1,804.32","1,787.98","","-0.47%"
"12/17/2021","1,797.68","1,799.55","1,814.63","1,795.67","","-0.07%"
"12/16/2021","1,799.03","1,777.40","1,799.53","1,775.43","","1.24%"
"12/15/2021","1,777.06","1,770.49","1,781.04","1,753.84","","0.39%"
"12/14/2021","1,770.18","1,787.19","1,789.74","1,766.31","","-0.94%"
"12/13/2021","1,786.94","1,782.94","1,791.78","1,781.51","","0.25%"
"12/10/2021","1,782.51","1,774.94","1,789.47","1,769.43","","0.45%"
"12/09/2021","1,774.46","1,782.49","1,788.05","1,772.80","","-0.43%"
"12/08/2021","1,782.06","1,784.40","1,793.60","1,779.45","","-0.11%"
"12/07/2021","1,784.04","1,778.08","1,788.02","1,771.93","","0.33%"
"12/06/2021","1,778.11","1,784.79","1,787.87","1,775.91","","-0.32%"
"12/03/2021","1,783.74","1,768.84","1,786.44","1,765.63","","0.85%"
"12/02/2021","1,768.64","1,783.05","1,783.58","1,761.68","","-0.79%"
"12/01/2021","1,782.66","1,774.15","1,794.80","1,771.96","","0.50%"
"11/30/2021","1,773.78","1,785.34","1,809.38","1,769.43","","-0.63%"
"11/29/2021","1,785.01","1,790.05","1,799.80","1,781.23","","-0.38%"
"11/26/2021","1,791.81","1,788.70","1,815.78","1,780.79","","0.19%"
"11/25/2021","1,788.45","1,789.49","1,795.65","1,785.85","","0.00%"
"11/24/2021","1,788.50","1,790.34","1,797.01","1,778.44","","-0.07%"
"11/23/2021","1,789.73","1,805.65","1,812.50","1,781.63","","-0.85%"
"11/22/2021","1,805.04","1,846.74","1,849.49","1,801.95","","-2.14%"
"11/19/2021","1,844.60","1,858.90","1,865.76","1,842.98","","-0.75%"
"11/18/2021","1,858.46","1,866.97","1,871.29","1,854.94","","-0.46%"
"11/17/2021","1,866.96","1,850.34","1,868.32","1,849.38","","0.92%"
"11/16/2021","1,849.91","1,862.94","1,877.40","1,849.16","","-0.67%"
"11/15/2021","1,862.46","1,868.15","1,870.57","1,855.73","","-0.09%"
"11/12/2021","1,864.04","1,861.99","1,868.69","1,844.78","","0.14%"
"11/11/2021","1,861.52","1,849.69","1,866.35","1,842.66","","0.65%"
"11/10/2021","1,849.57","1,831.90","1,868.70","1,821.60","","0.99%"
"11/09/2021","1,831.48","1,824.74","1,833.08","1,817.70","","0.40%"
"11/08/2021","1,824.26","1,818.44","1,826.93","1,812.08","","0.41%"
"11/05/2021","1,816.73","1,792.14","1,818.61","1,785.17","","1.40%"
"11/04/2021","1,791.70","1,769.98","1,799.26","1,769.13","","1.25%"
"11/03/2021","1,769.52","1,787.71","1,788.42","1,758.45","","-0.99%"
"11/02/2021","1,787.28","1,793.61","1,796.91","1,785.78","","-0.32%"
"11/01/2021","1,793.05","1,783.24","1,796.20","1,778.89","","0.57%"
"10/29/2021","1,782.81","1,799.03","1,801.49","1,771.70","","-0.88%"
"10/28/2021","1,798.62","1,796.78","1,810.49","1,792.34","","0.11%"
"10/27/2021","1,796.69","1,793.04","1,799.38","1,782.83","","0.23%"
"10/26/2021","1,792.63","1,807.90","1,808.50","1,781.98","","-0.82%"
"10/25/2021","1,807.47","1,794.00","1,810.18","1,791.95","","0.84%"
"10/22/2021","1,792.48","1,782.89","1,814.22","1,782.46","","0.55%"
"10/21/2021","1,782.76","1,782.10","1,789.61","1,776.07","","0.05%"
"10/20/2021","1,781.83","1,769.28","1,788.68","1,766.50","","0.73%"
"10/19/2021","1,768.87","1,764.99","1,785.53","1,762.48","","0.24%"
"10/18/2021","1,764.60","1,767.74","1,772.30","1,759.68","","-0.15%"
"10/15/2021","1,767.26","1,795.81","1,796.89","1,764.48","","-1.58%"
"10/14/2021","1,795.56","1,792.75","1,800.91","1,786.22","","0.16%"
"10/13/2021","1,792.65","1,760.05","1,796.31","1,757.89","","1.86%"
"10/12/2021","1,759.93","1,754.12","1,769.78","1,750.47","","0.35%"
"10/11/2021","1,753.86","1,757.34","1,761.36","1,749.68","","-0.16%"
"10/08/2021","1,756.67","1,755.89","1,781.60","1,753.03","","0.08%"
"10/07/2021","1,755.29","1,762.74","1,767.45","1,751.38","","-0.41%"
"10/06/2021","1,762.48","1,760.45","1,765.78","1,745.45","","0.14%"
"10/05/2021","1,759.96","1,769.75","1,771.03","1,748.56","","-0.54%"
"10/04/2021","1,769.51","1,762.15","1,771.06","1,747.23","","0.52%"
"10/01/2021","1,760.36","1,756.91","1,764.40","1,749.36","","0.21%"
"09/30/2021","1,756.66","1,726.40","1,764.53","1,721.67","","1.77%"
"09/29/2021","1,726.11","1,733.97","1,746.11","1,721.07","","-0.44%"
"09/28/2021","1,733.68","1,750.45","1,754.80","1,727.18","","-0.92%"
"09/27/2021","1,749.85","1,751.24","1,761.29","1,744.19","","0.00%"
"09/24/2021","1,749.86","1,742.82","1,758.08","1,739.60","","0.42%"
"09/23/2021","1,742.57","1,768.40","1,776.60","1,737.84","","-1.43%"
"09/22/2021","1,767.91","1,774.51","1,787.51","1,764.84","","-0.36%"
"09/21/2021","1,774.25","1,764.19","1,782.07","1,757.61","","0.59%"
"09/20/2021","1,763.88","1,754.30","1,767.31","1,742.24","","0.55%"
"09/17/2021","1,754.16","1,753.67","1,768.22","1,747.07","","0.04%"
"09/16/2021","1,753.39","1,794.34","1,796.71","1,745.04","","-2.19%"
"09/15/2021","1,792.59","1,804.53","1,807.30","1,790.28","","-0.65%"
"09/14/2021","1,804.27","1,793.77","1,808.99","1,781.89","","0.60%"
"09/13/2021","1,793.49","1,788.55","1,798.66","1,783.73","","0.34%"
"09/10/2021","1,787.34","1,794.61","1,804.15","1,786.53","","-0.41%"
"09/09/2021","1,794.69","1,789.19","1,801.19","1,783.83","","0.32%"
"09/08/2021","1,788.93","1,794.41","1,802.60","1,781.98","","-0.29%"
"09/07/2021","1,794.13","1,823.27","1,827.39","1,792.33","","-1.59%"
"09/06/2021","1,823.10","1,828.66","1,830.60","1,820.58","","-0.17%"
"09/03/2021","1,826.19","1,809.98","1,834.55","1,808.53","","0.93%"
"09/02/2021","1,809.40","1,813.92","1,817.53","1,804.48","","-0.23%"
"09/01/2021","1,813.66","1,813.57","1,820.21","1,808.18","","0.01%"
"08/31/2021","1,813.43","1,810.26","1,819.43","1,801.47","","0.18%"
"08/30/2021","1,810.17","1,817.55","1,823.38","1,807.28","","-0.36%"
"08/27/2021","1,816.67","1,792.60","1,819.38","1,787.66","","1.37%"
"08/26/2021","1,792.16","1,791.09","1,798.61","1,779.48","","0.08%"
"08/25/2021","1,790.68","1,802.86","1,803.57","1,782.45","","-0.66%"
"08/24/2021","1,802.61","1,805.61","1,810.03","1,799.73","","-0.14%"
"08/23/2021","1,805.20","1,780.55","1,806.92","1,776.03","","1.37%"
"08/20/2021","1,780.87","1,780.44","1,788.85","1,777.96","","0.04%"
"08/19/2021","1,780.18","1,788.05","1,792.56","1,774.20","","-0.41%"
"08/18/2021","1,787.59","1,786.21","1,794.31","1,777.31","","0.09%"
"08/17/2021","1,785.96","1,787.51","1,795.77","1,780.28","","-0.07%"
"08/16/2021","1,787.24","1,778.44","1,789.51","1,770.38","","0.45%"
"08/13/2021","1,779.15","1,752.72","1,780.53","1,751.27","","1.52%"
"08/12/2021","1,752.44","1,751.66","1,758.62","1,741.29","","0.05%"
"08/11/2021","1,751.56","1,729.01","1,754.63","1,723.54","","1.32%"
"08/10/2021","1,728.71","1,729.74","1,738.49","1,717.17","","-0.04%"
"08/09/2021","1,729.46","1,763.34","1,764.65","1,684.77","","-1.89%"
"08/06/2021","1,762.69","1,804.28","1,804.93","1,758.33","","-2.29%"
"08/05/2021","1,804.01","1,811.69","1,815.45","1,797.74","","-0.41%"
"08/04/2021","1,811.41","1,810.60","1,832.10","1,806.54","","0.08%"
"08/03/2021","1,809.94","1,813.64","1,815.18","1,806.73","","-0.19%"
"08/02/2021","1,813.39","1,814.34","1,819.94","1,805.12","","-0.01%"
"07/30/2021","1,813.58","1,828.21","1,831.63","1,809.48","","-0.79%"
"07/29/2021","1,827.95","1,807.15","1,833.05","1,806.29","","1.17%"
"07/28/2021","1,806.88","1,799.00","1,809.90","1,792.60","","0.45%"
"07/27/2021","1,798.73","1,797.53","1,805.60","1,792.83","","0.08%"
"07/26/2021","1,797.27","1,802.65","1,811.97","1,795.68","","-0.23%"
"07/23/2021","1,801.34","1,806.95","1,810.56","1,790.45","","-0.30%"
"07/22/2021","1,806.69","1,803.58","1,808.34","1,792.11","","0.19%"
"07/21/2021","1,803.31","1,810.32","1,814.02","1,794.18","","-0.37%"
"07/20/2021","1,810.03","1,812.61","1,825.27","1,805.06","","-0.13%"
"07/19/2021","1,812.34","1,811.65","1,817.56","1,794.66","","0.08%"
"07/16/2021","1,810.89","1,829.45","1,832.20","1,808.65","","-1.00%"
"07/15/2021","1,829.19","1,827.35","1,833.99","1,820.07","","0.12%"
"07/14/2021","1,827.06","1,807.72","1,830.32","1,804.21","","1.09%"
"07/13/2021","1,807.44","1,806.17","1,817.51","1,798.54","","0.09%"
"07/12/2021","1,805.88","1,807.94","1,811.04","1,791.21","","-0.12%"
"07/09/2021","1,807.98","1,802.89","1,812.71","1,796.09","","0.30%"
"07/08/2021","1,802.56","1,803.67","1,818.70","1,794.28","","-0.05%"
"07/07/2021","1,803.41","1,796.96","1,810.13","1,793.64","","0.37%"
"07/06/2021","1,796.69","1,791.88","1,815.34","1,789.91","","0.28%"
"07/05/2021","1,791.61","1,787.69","1,795.69","1,784.09","","0.27%"
"07/02/2021","1,786.79","1,776.83","1,795.40","1,773.73","","0.57%"
"07/01/2021","1,776.60","1,770.06","1,783.07","1,765.47","","0.38%"
"06/30/2021","1,769.80","1,761.35","1,774.72","1,752.78","","0.49%"
"06/29/2021","1,761.09","1,778.44","1,779.24","1,750.11","","-0.96%"
"06/28/2021","1,778.18","1,781.24","1,785.90","1,770.69","","-0.12%"
"06/25/2021","1,780.34","1,775.46","1,790.60","1,773.27","","0.29%"
"06/24/2021","1,775.18","1,779.01","1,788.56","1,772.67","","-0.20%"
"06/23/2021","1,778.73","1,778.80","1,795.18","1,773.13","","0.01%"
"06/22/2021","1,778.51","1,783.23","1,790.42","1,771.99","","-0.25%"
"06/21/2021","1,782.95","1,764.44","1,786.75","1,764.44","","1.11%"
"06/18/2021","1,763.34","1,772.73","1,797.24","1,761.04","","-0.56%"
"06/17/2021","1,773.31","1,812.18","1,825.58","1,766.88","","-2.13%"
"06/16/2021","1,811.95","1,858.96","1,862.43","1,804.19","","-2.51%"
"06/15/2021","1,858.69","1,866.26","1,869.67","1,851.28","","-0.39%"
"06/14/2021","1,865.99","1,874.59","1,878.21","1,844.57","","-0.57%"
"06/11/2021","1,876.64","1,898.42","1,903.30","1,874.07","","-1.13%"
"06/10/2021","1,898.14","1,888.57","1,900.09","1,869.84","","0.52%"
"06/09/2021","1,888.30","1,893.49","1,899.40","1,886.58","","-0.24%"
"06/08/2021","1,892.82","1,898.99","1,903.95","1,883.38","","-0.33%"
"06/07/2021","1,899.00","1,888.49","1,900.41","1,880.88","","0.48%"
"06/04/2021","1,889.97","1,871.32","1,896.60","1,856.09","","1.04%"
"06/03/2021","1,870.57","1,908.09","1,909.89","1,865.11","","-1.96%"
"06/02/2021","1,907.94","1,900.05","1,909.34","1,894.05","","0.41%"
"06/01/2021","1,900.19","1,907.53","1,916.84","1,892.28","","-0.32%"
"05/31/2021","1,906.36","1,903.69","1,911.13","1,901.56","","0.20%"
"05/28/2021","1,902.64","1,897.05","1,905.90","1,881.84","","0.35%"
"05/27/2021","1,896.08","1,896.49","1,903.87","1,888.22","","-0.02%"
"05/26/2021","1,896.44","1,899.49","1,913.15","1,890.34","","-0.15%"
"05/25/2021","1,899.26","1,880.69","1,900.63","1,872.73","","0.97%"
"05/24/2021","1,881.07","1,882.34","1,887.44","1,875.19","","0.04%"
"05/21/2021","1,880.30","1,876.84","1,889.85","1,870.01","","0.19%"
"05/20/2021","1,876.69","1,869.74","1,884.12","1,863.53","","0.38%"
"05/19/2021","1,869.57","1,869.59","1,890.15","1,851.94","","0.07%"
"05/18/2021","1,868.22","1,866.59","1,875.40","1,862.94","","0.11%"
"05/17/2021","1,866.13","1,843.84","1,868.80","1,841.24","","1.30%"
"05/14/2021","1,842.19","1,826.49","1,845.55","1,819.79","","0.86%"
"05/13/2021","1,826.57","1,815.90","1,828.81","1,808.78","","0.61%"
"05/12/2021","1,815.44","1,837.40","1,843.69","1,813.00","","-1.17%"
"05/11/2021","1,836.94","1,834.58","1,842.32","1,817.68","","0.08%"
"05/10/2021","1,835.44","1,833.24","1,845.53","1,830.09","","0.27%"
"05/07/2021","1,830.48","1,815.48","1,843.45","1,812.90","","0.84%"
"05/06/2021","1,815.18","1,787.09","1,818.21","1,781.67","","1.61%"
"05/05/2021","1,786.44","1,778.91","1,788.35","1,769.95","","0.45%"
"05/04/2021","1,778.48","1,792.29","1,799.38","1,770.84","","-0.77%"
"05/03/2021","1,792.36","1,768.49","1,798.22","1,765.91","","1.34%"
"04/30/2021","1,768.59","1,772.90","1,773.98","1,763.73","","-0.15%"
"04/29/2021","1,771.24","1,780.90","1,790.43","1,756.19","","-0.57%"
"04/28/2021","1,781.32","1,776.80","1,782.85","1,762.56","","0.26%"
"04/27/2021","1,776.69","1,780.42","1,785.90","1,773.52","","-0.20%"
"04/26/2021","1,780.19","1,776.34","1,783.69","1,768.70","","0.17%"
"04/23/2021","1,777.18","1,784.33","1,796.06","1,770.05","","-0.38%"
"04/22/2021","1,783.94","1,794.15","1,798.29","1,776.83","","-0.53%"
"04/21/2021","1,793.46","1,778.64","1,797.98","1,775.95","","0.91%"
"04/20/2021","1,777.25","1,770.30","1,780.77","1,763.18","","0.45%"
"04/19/2021","1,769.31","1,779.50","1,790.54","1,765.98","","-0.39%"
"04/16/2021","1,776.31","1,763.84","1,784.07","1,759.79","","0.74%"
"04/15/2021","1,763.21","1,737.10","1,769.91","1,734.10","","1.57%"
"04/14/2021","1,736.00","1,744.30","1,749.58","1,732.13","","-0.45%"
"04/13/2021","1,743.83","1,732.59","1,749.23","1,723.27","","0.65%"
"04/12/2021","1,732.51","1,743.80","1,745.36","1,727.18","","-0.61%"
"04/09/2021","1,743.10","1,756.54","1,757.47","1,731.09","","-0.73%"
"04/08/2021","1,755.94","1,737.84","1,759.13","1,732.99","","1.07%"
"04/07/2021","1,737.28","1,742.96","1,744.57","1,730.13","","-0.36%"
"04/06/2021","1,743.57","1,728.49","1,745.68","1,726.82","","0.88%"
"04/05/2021","1,728.44","1,728.74","1,733.75","1,721.22","","-0.02%"
"04/02/2021","1,728.84","1,730.47","1,732.55","1,728.67","","-0.08%"
"04/01/2021","1,730.18","1,708.09","1,730.80","1,705.42","","1.36%"
"03/31/2021","1,707.01","1,685.59","1,715.28","1,677.93","","1.32%"
"03/30/2021","1,684.80","1,712.55","1,714.74","1,678.85","","-1.59%"
"03/29/2021","1,711.99","1,732.15","1,733.34","1,705.58","","-1.15%"
"03/26/2021","1,731.97","1,727.30","1,737.01","1,721.23","","0.30%"
"03/25/2021","1,726.82","1,735.65","1,745.95","1,721.84","","-0.42%"
"03/24/2021","1,734.19","1,727.80","1,738.56","1,723.85","","0.41%"
"03/23/2021","1,727.11","1,739.05","1,742.85","1,724.42","","-0.67%"
"03/22/2021","1,738.69","1,745.74","1,747.18","1,727.40","","-0.35%"
"03/19/2021","1,744.74","1,735.90","1,746.88","1,728.04","","0.48%"
"03/18/2021","1,736.41","1,745.09","1,755.59","1,719.05","","-0.46%"
"03/17/2021","1,744.44","1,730.61","1,751.81","1,724.14","","0.78%"
"03/16/2021","1,730.94","1,730.57","1,741.40","1,725.80","","-0.05%"
"03/15/2021","1,731.84","1,727.74","1,734.99","1,721.31","","0.31%"
"03/12/2021","1,726.41","1,721.59","1,728.42","1,698.85","","0.29%"
"03/11/2021","1,721.41","1,726.55","1,739.99","1,719.38","","-0.27%"
"03/10/2021","1,726.05","1,715.94","1,726.76","1,707.99","","0.62%"
"03/09/2021","1,715.36","1,682.55","1,720.83","1,679.80","","2.03%"
"03/08/2021","1,681.24","1,702.80","1,714.45","1,676.70","","-1.15%"
"03/05/2021","1,700.86","1,698.59","1,707.76","1,687.12","","0.22%"
"03/04/2021","1,697.19","1,711.84","1,723.34","1,690.64","","-0.80%"
"03/03/2021","1,710.95","1,738.59","1,740.85","1,701.94","","-1.56%"
"03/02/2021","1,738.09","1,724.10","1,738.89","1,707.18","","0.83%"
"03/01/2021","1,723.84","1,733.40","1,760.02","1,719.52","","-0.56%"
"02/26/2021","1,733.49","1,770.49","1,776.10","1,717.26","","-2.06%"
"02/25/2021","1,769.88","1,804.80","1,806.06","1,765.44","","-1.91%"
"02/24/2021","1,804.36","1,805.34","1,813.99","1,783.30","","-0.04%"
"02/23/2021","1,805.06","1,809.09","1,816.27","1,795.78","","-0.20%"
"02/22/2021","1,808.66","1,782.24","1,812.76","1,780.46","","1.48%"
"02/19/2021","1,782.31","1,776.19","1,791.70","1,760.13","","0.38%"
"02/18/2021","1,775.49","1,776.69","1,789.88","1,767.98","","-0.04%"
"02/17/2021","1,776.26","1,794.65","1,795.45","1,769.27","","-1.01%"
"02/16/2021","1,794.31","1,819.34","1,826.75","1,789.19","","-1.33%"
"02/15/2021","1,818.51","1,825.34","1,827.59","1,815.71","","-0.27%"
"02/12/2021","1,823.46","1,825.90","1,830.80","1,810.33","","-0.10%"
"02/11/2021","1,825.36","1,842.65","1,847.95","1,820.63","","-0.91%"
"02/10/2021","1,842.22","1,837.55","1,855.70","1,833.91","","0.28%"
"02/09/2021","1,837.06","1,830.59","1,849.15","1,828.63","","0.38%"
"02/08/2021","1,830.16","1,815.44","1,839.15","1,807.48","","1.02%"
"02/05/2021","1,811.62","1,792.49","1,815.32","1,791.80","","1.08%"
"02/04/2021","1,792.26","1,834.34","1,835.13","1,785.15","","-2.26%"
"02/03/2021","1,833.76","1,837.49","1,845.29","1,829.49","","-0.20%"
"02/02/2021","1,837.35","1,860.84","1,864.26","1,829.46","","-1.23%"
"02/01/2021","1,860.16","1,863.05","1,871.84","1,849.04","","0.76%"
"01/29/2021","1,846.09","1,840.90","1,876.03","1,839.56","","0.31%"
"01/28/2021","1,840.36","1,844.34","1,864.26","1,833.81","","-0.20%"
"01/27/2021","1,843.99","1,850.65","1,853.58","1,831.29","","-0.34%"
"01/26/2021","1,850.31","1,855.55","1,861.86","1,848.36","","-0.25%"
"01/25/2021","1,854.99","1,855.75","1,868.45","1,847.30","","0.13%"
"01/22/2021","1,852.55","1,870.09","1,871.17","1,837.09","","-0.93%"
"01/21/2021","1,869.91","1,871.07","1,875.45","1,858.16","","-0.05%"
"01/20/2021","1,870.91","1,840.05","1,872.03","1,832.46","","1.72%"
"01/19/2021","1,839.34","1,838.09","1,845.98","1,833.06","","0.13%"
"01/18/2021","1,836.89","1,828.94","1,840.95","1,810.46","","0.56%"
"01/15/2021","1,826.59","1,846.80","1,856.85","1,823.21","","-1.07%"
"01/14/2021","1,846.37","1,843.94","1,857.59","1,833.21","","0.16%"
"01/13/2021","1,843.41","1,856.19","1,863.26","1,843.34","","-0.66%"
"01/12/2021","1,855.63","1,845.34","1,864.08","1,837.41","","0.59%"
"01/11/2021","1,844.66","1,849.34","1,857.05","1,817.14","","-0.19%"
"01/08/2021","1,848.26","1,912.90","1,917.85","1,828.74","","-3.36%"
"01/07/2021","1,912.50","1,919.40","1,927.97","1,906.86","","-0.33%"
"01/06/2021","1,918.81","1,950.30","1,959.60","1,901.11","","-1.57%"
"01/05/2021","1,949.35","1,942.65","1,953.17","1,934.08","","0.36%"
"01/04/2021","1,942.28","1,906.05","1,944.65","1,905.36","","2.33%"
"01/01/2021","1,898.10","1,897.69","1,899.12","1,897.39","","0.09%"
"12/31/2020","1,896.49","1,893.55","1,901.26","1,884.77","","0.16%"
"12/30/2020","1,893.37","1,878.34","1,894.06","1,875.66","","0.82%"
"12/29/2020","1,877.99","1,872.24","1,886.91","1,870.99","","0.36%"
"12/28/2020","1,871.19","1,885.93","1,900.53","1,869.21","","-0.25%"
"12/25/2020","1,875.82","1,877.07","1,877.07","1,877.07","","-0.04%"
"12/24/2020","1,876.56","1,872.74","1,882.55","1,869.52","","0.24%"
"12/23/2020","1,872.08","1,859.99","1,878.59","1,858.59","","0.67%"
"12/22/2020","1,859.56","1,876.65","1,884.61","1,858.73","","-0.89%"
"12/21/2020","1,876.21","1,883.20","1,906.93","1,856.69","","-0.24%"
"12/18/2020","1,880.66","1,885.80","1,889.88","1,876.97","","-0.28%"
"12/17/2020","1,885.87","1,864.26","1,896.26","1,861.83","","1.17%"
"12/16/2020","1,864.15","1,853.94","1,866.20","1,844.75","","0.58%"
"12/15/2020","1,853.46","1,827.80","1,855.76","1,825.29","","1.44%"
"12/14/2020","1,827.17","1,839.30","1,839.86","1,819.92","","-0.64%"
"12/11/2020","1,839.03","1,835.55","1,847.89","1,824.23","","0.20%"
"12/10/2020","1,835.31","1,839.59","1,850.40","1,828.48","","-0.21%"
"12/09/2020","1,839.11","1,871.19","1,871.37","1,825.71","","-1.72%"
"12/08/2020","1,871.36","1,863.55","1,875.79","1,859.83","","0.41%"
"12/07/2020","1,863.69","1,837.99","1,868.76","1,822.99","","1.42%"
"12/04/2020","1,837.61","1,841.05","1,848.26","1,829.30","","-0.15%"
"12/03/2020","1,840.36","1,831.34","1,844.45","1,823.60","","0.51%"
"12/02/2020","1,831.01","1,815.19","1,832.65","1,806.99","","0.89%"
"12/01/2020","1,814.87","1,777.40","1,817.55","1,775.52","","2.13%"
"11/30/2020","1,777.02","1,789.05","1,789.99","1,764.69","","-0.62%"
"11/27/2020","1,788.13","1,811.09","1,813.81","1,773.93","","-1.24%"
"11/26/2020","1,810.57","1,805.74","1,818.78","1,805.31","","0.29%"
"11/25/2020","1,805.30","1,807.69","1,817.98","1,801.33","","-0.12%"
"11/24/2020","1,807.51","1,836.65","1,839.26","1,800.69","","-1.54%"
"11/23/2020","1,835.85","1,869.84","1,876.72","1,830.85","","-1.85%"
"11/20/2020","1,870.49","1,867.59","1,879.98","1,860.66","","0.17%"
"11/19/2020","1,867.37","1,871.44","1,874.34","1,852.48","","-0.22%"
"11/18/2020","1,871.41","1,878.60","1,884.92","1,863.94","","-0.38%"
"11/17/2020","1,878.60","1,889.15","1,893.90","1,877.69","","-0.52%"
"11/16/2020","1,888.52","1,888.74","1,899.35","1,864.74","","0.03%"
"11/13/2020","1,888.04","1,876.44","1,897.16","1,873.76","","0.65%"
"11/12/2020","1,875.76","1,865.30","1,883.88","1,862.46","","0.59%"
"11/11/2020","1,864.71","1,877.34","1,884.93","1,856.05","","-0.63%"
"11/10/2020","1,876.50","1,862.15","1,890.60","1,860.30","","0.79%"
"11/09/2020","1,861.86","1,954.65","1,965.92","1,850.36","","-4.59%"
"11/06/2020","1,951.51","1,949.24","1,960.77","1,935.40","","0.15%"
"11/05/2020","1,948.56","1,903.65","1,952.95","1,902.43","","2.38%"
"11/04/2020","1,903.21","1,908.59","1,916.68","1,883.15","","-0.27%"
"11/03/2020","1,908.36","1,895.80","1,910.71","1,886.81","","0.70%"
"11/02/2020","1,895.10","1,878.59","1,896.12","1,873.21","","0.91%"
"10/30/2020","1,877.95","1,868.24","1,889.85","1,864.64","","0.58%"
"10/29/2020","1,867.13","1,876.94","1,885.42","1,859.67","","-0.53%"
"10/28/2020","1,877.06","1,908.05","1,911.03","1,869.59","","-1.56%"
"10/27/2020","1,906.83","1,902.19","1,911.34","1,897.47","","0.27%"
"10/26/2020","1,901.69","1,902.34","1,908.55","1,890.90","","0.05%"
"10/23/2020","1,900.79","1,904.24","1,914.30","1,894.54","","-0.17%"
"10/22/2020","1,904.04","1,924.34","1,926.00","1,894.80","","-1.06%"
"10/21/2020","1,924.49","1,908.65","1,931.41","1,907.94","","0.95%"
"10/20/2020","1,906.39","1,904.24","1,914.20","1,894.74","","0.11%"
"10/19/2020","1,904.27","1,899.94","1,918.59","1,897.09","","0.28%"
"10/16/2020","1,898.97","1,907.95","1,914.06","1,897.59","","-0.46%"
"10/15/2020","1,907.82","1,900.31","1,909.22","1,889.46","","0.36%"
"10/14/2020","1,900.89","1,891.90","1,913.03","1,882.44","","0.53%"
"10/13/2020","1,890.82","1,922.42","1,925.73","1,886.59","","-1.62%"
"10/12/2020","1,921.95","1,930.50","1,933.45","1,918.19","","-0.39%"